acc_sum,block,block_c,change,condition,correct,correct_response,datetime,endtime,face,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
0,prac,1,,1-Back,,,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),,005_o_f_d_a.png,I,space,4531,1,2,,,8005,VNB,B,0
0,prac,1,0.0,1-Back,0,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),114779.89999999851,020_y_f_n_a.png,I,None,2013,2,2,2875.39999999851,111904.5,8005,VNB,B,1
1,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),116612.69999999553,007_m_m_h_a.png,I,m,938,3,2,1829.0,114783.69999999553,8005,VNB,B,2
2,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),118162.0,016_y_m_d_a.png,I,m,659,4,2,1544.1000000014901,116617.89999999851,8005,VNB,B,3
3,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),120078.0,005_o_f_n_a.png,I,m,1023,5,2,1911.6000000014901,118166.39999999851,8005,VNB,B,4
3,prac,1,1.0,1-Back,0,z,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),121644.29999999702,016_y_m_n_a.png,I,m,672,6,2,1563.0,120081.29999999702,8005,VNB,B,5
4,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),123194.0,004_o_m_h_a.png,I,m,671,7,2,1545.8000000044703,121648.19999999553,8005,VNB,B,6
5,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),124676.79999999702,011_m_f_d_a.png,I,m,601,8,2,1479.0,123197.79999999702,8005,VNB,B,7
6,prac,1,1.0,1-Back,1,z,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),126093.0,020_y_f_d_a.png,I,z,535,9,2,1410.7000000029802,124682.29999999702,8005,VNB,B,8
7,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),127676.0,007_m_m_n_a.png,I,m,689,10,2,1579.1000000014901,126096.89999999851,8005,VNB,B,9
8,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),129392.10000000149,005_o_f_h_a.png,I,m,831,11,2,1712.7000000029802,127679.39999999851,8005,VNB,B,10
9,prac,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),130825.0,016_y_m_d_a.png,I,m,547,12,2,1429.2000000029802,129395.79999999702,8005,VNB,B,11
0,test,1,0.0,1-Back,,,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),130825.0,020_y_f_d_a.png,I,space,7298,1,2,1429.2000000029802,129395.79999999702,8005,VNB,B,0
1,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),145603.5,011_m_f_n_a.png,I,m,887,2,2,1913.6000000014901,143689.8999999985,8005,VNB,B,1
2,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),147219.8999999985,004_o_m_h_a.png,I,m,588,3,2,1613.7000000029802,145606.19999999553,8005,VNB,B,2
3,test,1,1.0,1-Back,1,z,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),148652.69999999553,007_m_m_h_a.png,I,z,412,4,2,1430.2999999970198,147222.3999999985,8005,VNB,B,3
4,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),150252.1000000015,005_o_f_n_a.png,I,m,571,5,2,1596.8000000044703,148655.29999999702,8005,VNB,B,4
4,test,1,0.0,1-Back,0,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),151934.8999999985,016_y_m_d_a.png,I,z,652,6,2,1680.3999999985099,150254.5,8005,VNB,B,5
4,test,1,1.0,1-Back,0,z,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),154017.5,011_m_f_d_a.png,I,m,1057,7,2,2080.10000000149,151937.3999999985,8005,VNB,B,6
5,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),156000.19999999553,020_y_f_h_a.png,I,m,958,8,2,1979.5999999940395,154020.6000000015,8005,VNB,B,7
6,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),157949.5,004_o_m_n_a.png,I,m,920,9,2,1946.5,156003.0,8005,VNB,B,8
7,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),159566.6000000015,016_y_m_h_a.png,I,m,594,10,2,1614.8000000044703,157951.79999999702,8005,VNB,B,9
8,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),161248.5,004_o_m_d_a.png,I,m,655,11,2,1679.3000000044703,159569.19999999553,8005,VNB,B,10
9,test,1,1.0,1-Back,1,z,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),162731.5,005_o_f_d_a.png,I,z,455,12,2,1480.5,161251.0,8005,VNB,B,11
10,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),164530.8999999985,007_m_m_n_a.png,I,m,772,13,2,1797.0,162733.8999999985,8005,VNB,B,12
11,test,1,1.0,1-Back,1,z,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),166630.29999999702,020_y_f_n_a.png,I,z,1077,14,2,2097.1999999955297,164533.1000000015,8005,VNB,B,13
12,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),168596.3999999985,011_m_f_h_a.png,I,m,946,15,2,1963.6000000014901,166632.79999999702,8005,VNB,B,14
13,test,1,0.0,1-Back,1,m,Wed Jan 15 2025 14:00:31 GMT-0600 (Central Standard Time),170195.79999999702,007_m_m_d_a.png,I,m,580,16,2,1596.7999999970198,168599.0,8005,VNB,B,15
