acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,face,jitter,line,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
1,prac,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),70714.19999998808,CFD-BF-051-043-A.jpg,1000,solid,I,z,936,4,1,2734.199999988079,67980.0,9009,ATS,B,1
2,prac,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),74380.90000003576,CFD-BF-035-007-HC.jpg,2000,solid,I,m,865,5,1,6400.900000035763,67980.0,9009,ATS,B,2
2,prac,1,A,haborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),77897.0,CFD-BF-050-012-A.jpg,1200,solid,I,None,1515,6,1,9917.0,67980.0,9009,ATS,B,3
3,prac,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),81097.5,CFD-BM-020-024-HC.jpg,1500,solid,I,m,886,3,1,13117.5,67980.0,9009,ATS,B,4
4,prac,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),84596.90000003576,CFD-WM-012-007-HC.jpg,1700,solid,I,m,990,9,1,16616.900000035763,67980.0,9009,ATS,B,5
5,prac,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),87980.60000002384,CFD-BM-015-017-HC.jpg,1700,solid,I,m,882,1,1,20000.600000023842,67980.0,9009,ATS,B,6
6,prac,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),90597.40000003576,CFD-WF-013-015-A.jpg,1000,solid,I,z,807,12,1,22617.400000035763,67980.0,9009,ATS,B,7
7,prac,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),94097.30000001192,CFD-WF-026-008-A.jpg,1600,solid,I,z,1110,10,1,26117.30000001192,67980.0,9009,ATS,B,8
8,prac,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),97180.69999998808,CFD-WF-011-006-HC.jpg,1500,solid,I,m,782,11,1,29200.69999998808,67980.0,9009,ATS,B,9
9,prac,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),100913.60000002384,CFD-WM-009-009-A.jpg,1900,solid,I,z,1027,8,1,32933.60000002384,67980.0,9009,ATS,B,10
9,prac,1,A,haborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),104830.5,CFD-BM-037-041-A.jpg,1600,solid,I,None,1515,2,1,36850.5,67980.0,9009,ATS,B,11
10,prac,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),107930.90000003576,CFD-WM-011-006-HC.jpg,1400,solid,I,m,885,7,1,39950.90000003576,67980.0,9009,ATS,B,12
1,prac,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),139064.0,CFD-WF-027-007-HC.jpg,1900,dash,I,z,1220,8,1,3933.399999976158,135130.60000002384,9009,ATS,B,1
2,prac,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),141580.60000002384,CFD-BF-051-043-A.jpg,1000,dash,I,z,699,4,1,6450.0,135130.60000002384,9009,ATS,B,2
3,prac,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),144930.40000003576,CFD-BF-035-007-HC.jpg,1400,dash,I,z,1143,7,1,9799.800000011921,135130.60000002384,9009,ATS,B,3
4,prac,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),148347.19999998808,CFD-BM-037-041-A.jpg,2000,dash,I,m,600,5,1,13216.599999964237,135130.60000002384,9009,ATS,B,4
5,prac,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),151947.19999998808,CFD-BM-041-048-A.jpg,1600,dash,I,m,1183,2,1,16816.599999964237,135130.60000002384,9009,ATS,B,5
6,prac,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),155163.40000003576,CFD-BF-027-013-HC.jpg,1500,dash,I,z,899,3,1,20032.80000001192,135130.60000002384,9009,ATS,B,6
7,prac,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),158380.30000001192,CFD-WF-026-008-A.jpg,1500,dash,I,z,899,11,1,23249.69999998808,135130.60000002384,9009,ATS,B,7
8,prac,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),161663.69999998808,CFD-WM-009-009-A.jpg,1700,dash,I,m,779,9,1,26533.099999964237,135130.60000002384,9009,ATS,B,8
9,prac,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),164913.90000003576,CFD-BM-020-024-HC.jpg,1700,dash,I,m,742,1,1,29783.30000001192,135130.60000002384,9009,ATS,B,9
10,prac,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),168029.80000001192,CFD-WM-012-007-HC.jpg,1600,dash,I,m,722,10,1,32899.19999998808,135130.60000002384,9009,ATS,B,10
11,prac,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),170513.90000003576,CFD-WF-011-006-HC.jpg,1000,dash,I,z,692,12,1,35383.30000001192,135130.60000002384,9009,ATS,B,11
12,prac,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),173263.80000001192,CFD-WM-037-060-A.jpg,1200,dash,I,m,745,6,1,38133.19999998808,135130.60000002384,9009,ATS,B,12
1,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),194330.19999998808,CFD-WM-012-007-HC.jpg,1700,solid,I,m,661,9,1,2399.699999988079,191930.5,9009,ATS,B,1
2,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),196680.10000002384,CFD-WF-026-008-A.jpg,1600,solid,I,z,720,10,1,4749.600000023842,191930.5,9009,ATS,B,2
3,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),198830.30000001192,CFD-WM-011-006-HC.jpg,1400,solid,I,m,709,7,1,6899.800000011921,191930.5,9009,ATS,B,3
4,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),200963.69999998808,CFD-BF-050-012-A.jpg,1200,solid,I,z,909,6,1,9033.199999988079,191930.5,9009,ATS,B,4
5,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),203230.40000003576,CFD-BM-037-041-A.jpg,1600,solid,I,z,633,2,1,11299.900000035763,191930.5,9009,ATS,B,5
5,test,1,A,haborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),205697.0,CFD-BM-015-017-HC.jpg,1700,solid,I,z,747,1,1,13766.5,191930.5,9009,ATS,B,6
6,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),208363.60000002384,CFD-WM-009-009-A.jpg,1900,solid,I,z,735,8,1,16433.100000023842,191930.5,9009,ATS,B,7
7,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),211180.19999998808,CFD-WF-011-006-HC.jpg,1500,solid,I,m,1283,11,1,19249.69999998808,191930.5,9009,ATS,B,8
8,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),214030.30000001192,CFD-BM-015-017-HC.jpg,1700,solid,I,m,1124,1,1,22099.80000001192,191930.5,9009,ATS,B,9
9,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),215980.10000002384,CFD-BF-050-012-A.jpg,1200,solid,I,z,718,6,1,24049.600000023842,191930.5,9009,ATS,B,10
10,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),218363.30000001192,CFD-BM-020-024-HC.jpg,1500,solid,I,m,851,3,1,26432.80000001192,191930.5,9009,ATS,B,11
11,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),220513.80000001192,CFD-WM-011-006-HC.jpg,1400,solid,I,m,727,7,1,28583.30000001192,191930.5,9009,ATS,B,12
12,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),223063.69999998808,CFD-BM-037-041-A.jpg,1600,solid,I,z,905,2,1,31133.19999998808,191930.5,9009,ATS,B,13
13,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),225780.19999998808,CFD-WM-009-009-A.jpg,1900,solid,I,z,792,8,1,33849.69999998808,191930.5,9009,ATS,B,14
14,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),228012.90000003576,CFD-BM-020-024-HC.jpg,1500,solid,I,m,715,3,1,36082.40000003576,191930.5,9009,ATS,B,15
15,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),230363.60000002384,CFD-WM-012-007-HC.jpg,1700,solid,I,m,618,9,1,38433.10000002384,191930.5,9009,ATS,B,16
16,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),232113.5,CFD-BF-051-043-A.jpg,1000,solid,I,z,728,4,1,40183.0,191930.5,9009,ATS,B,17
17,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),234663.69999998808,CFD-WF-011-006-HC.jpg,1500,solid,I,m,1013,11,1,42733.19999998808,191930.5,9009,ATS,B,18
18,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),236429.69999998808,CFD-WF-013-015-A.jpg,1000,solid,I,z,740,12,1,44499.19999998808,191930.5,9009,ATS,B,19
19,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),239180.40000003576,CFD-WF-026-008-A.jpg,1600,solid,I,z,1117,10,1,47249.90000003576,191930.5,9009,ATS,B,20
20,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),241063.19999998808,CFD-BF-051-043-A.jpg,1000,solid,I,z,855,4,1,49132.69999998808,191930.5,9009,ATS,B,21
21,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),243980.40000003576,CFD-BF-035-007-HC.jpg,2000,solid,I,m,883,5,1,52049.90000003576,191930.5,9009,ATS,B,22
22,test,1,A,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),246730.30000001192,CFD-BF-035-007-HC.jpg,2000,solid,I,m,712,5,1,54799.80000001192,191930.5,9009,ATS,B,23
23,test,1,A,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),248597.10000002384,CFD-WF-013-015-A.jpg,1000,solid,I,z,843,12,1,56666.60000002384,191930.5,9009,ATS,B,24
1,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),265614.0,CFD-BF-027-013-HC.jpg,1500,dash,I,z,806,3,1,2334.0,263280.0,9009,ATS,B,1
2,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),267746.90000003576,CFD-WM-012-007-HC.jpg,1600,dash,I,m,509,10,1,4466.900000035763,263280.0,9009,ATS,B,2
3,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),269930.3000000119,CFD-WF-026-008-A.jpg,1500,dash,I,z,644,11,1,6650.300000011921,263280.0,9009,ATS,B,3
4,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),272513.60000002384,CFD-BF-035-007-HC.jpg,1400,dash,I,z,1153,7,1,9233.600000023842,263280.0,9009,ATS,B,4
5,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),274997.0,CFD-BM-020-024-HC.jpg,1700,dash,I,m,759,1,1,11717.0,263280.0,9009,ATS,B,5
6,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),277246.5,CFD-BM-041-048-A.jpg,1600,dash,I,m,630,2,1,13966.5,263280.0,9009,ATS,B,6
7,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),279380.0,CFD-BF-035-007-HC.jpg,1400,dash,I,z,708,7,1,16100.0,263280.0,9009,ATS,B,7
8,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),281596.90000003576,CFD-WF-011-006-HC.jpg,1000,dash,I,z,1167,12,1,18316.900000035763,263280.0,9009,ATS,B,8
9,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),283996.5,CFD-BM-020-024-HC.jpg,1700,dash,I,m,666,1,1,20716.5,263280.0,9009,ATS,B,9
10,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),285980.1999999881,CFD-WM-037-060-A.jpg,1200,dash,I,m,743,6,1,22700.19999998808,263280.0,9009,ATS,B,10
11,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),288246.6999999881,CFD-WM-012-007-HC.jpg,1600,dash,I,m,639,10,1,24966.69999998808,263280.0,9009,ATS,B,11
12,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),290030.1999999881,CFD-WM-037-060-A.jpg,1200,dash,I,m,556,6,1,26750.19999998808,263280.0,9009,ATS,B,12
13,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),291696.8000000119,CFD-WF-011-006-HC.jpg,1000,dash,I,z,646,12,1,28416.80000001192,263280.0,9009,ATS,B,13
14,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),294263.3000000119,CFD-WF-027-007-HC.jpg,1900,dash,I,z,638,8,1,30983.30000001192,263280.0,9009,ATS,B,14
15,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),296413.10000002384,CFD-WF-026-008-A.jpg,1500,dash,I,z,599,11,1,33133.10000002384,263280.0,9009,ATS,B,15
16,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),298063.1999999881,CFD-BF-051-043-A.jpg,1000,dash,I,z,630,4,1,34783.19999998808,263280.0,9009,ATS,B,16
17,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),300713.3000000119,CFD-BM-037-041-A.jpg,2000,dash,I,m,619,5,1,37433.30000001192,263280.0,9009,ATS,B,17
18,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),303296.90000003576,CFD-BM-037-041-A.jpg,2000,dash,I,m,562,5,1,40016.90000003576,263280.0,9009,ATS,B,18
19,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),305746.6999999881,CFD-WF-027-007-HC.jpg,1900,dash,I,z,527,8,1,42466.69999998808,263280.0,9009,ATS,B,19
20,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),307996.90000003576,CFD-BM-041-048-A.jpg,1600,dash,I,m,616,2,1,44716.90000003576,263280.0,9009,ATS,B,20
21,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),310363.1999999881,CFD-WM-009-009-A.jpg,1700,dash,I,m,618,9,1,47083.19999998808,263280.0,9009,ATS,B,21
22,test,1,B,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),312580.0,CFD-WM-009-009-A.jpg,1700,dash,I,m,483,9,1,49300.0,263280.0,9009,ATS,B,22
23,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),314346.8000000119,CFD-BF-051-043-A.jpg,1000,dash,I,z,727,4,1,51066.80000001192,263280.0,9009,ATS,B,23
24,test,1,B,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),316846.6999999881,CFD-BF-027-013-HC.jpg,1500,dash,I,z,972,3,1,53566.69999998808,263280.0,9009,ATS,B,24
1,10,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),362347.10000002384,CFD-BM-020-024-HC.jpg,1500,solid,I,m,1350,prac,1,3666.800000011921,358680.3000000119,9009,ATS,B,1
2,12,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),365880.40000003576,CFD-WM-011-006-HC.jpg,1400,solid,I,m,1320,prac,1,7200.100000023842,358680.3000000119,9009,ATS,B,2
3,3,1,C,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),369113.60000002384,CFD-BF-035-007-HC.jpg,1000,dash,I,z,1418,prac,1,10433.300000011921,358680.3000000119,9009,ATS,B,3
3,9,1,C,haborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),373030.1999999881,CFD-WF-026-008-A.jpg,1600,dash,I,None,1515,prac,1,14349.899999976158,358680.3000000119,9009,ATS,B,4
4,8,1,C,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),376313.40000003576,CFD-BF-050-012-A.jpg,1700,solid,I,z,768,prac,1,17633.100000023842,358680.3000000119,9009,ATS,B,5
5,4,1,C,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),380563.60000002384,CFD-BM-015-017-HC.jpg,2000,solid,I,m,1441,prac,1,21883.30000001192,358680.3000000119,9009,ATS,B,6
6,7,1,C,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),384546.90000003576,CFD-BF-051-043-A.jpg,1900,dash,I,z,1275,prac,1,25866.600000023842,358680.3000000119,9009,ATS,B,7
6,2,1,C,mfborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),388346.5,CFD-WF-013-015-A.jpg,1500,solid,I,None,1516,prac,1,29666.19999998808,358680.3000000119,9009,ATS,B,8
6,6,1,C,mfborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),392363.40000003576,CFD-WM-009-009-A.jpg,1700,solid,I,None,1516,prac,1,33683.10000002384,358680.3000000119,9009,ATS,B,9
6,5,1,C,mfborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),395880.10000002384,CFD-BM-037-041-A.jpg,1200,dash,I,None,1516,prac,1,37199.80000001192,358680.3000000119,9009,ATS,B,10
7,11,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),398496.10000002384,CFD-WM-011-006-HC.jpg,1000,dash,I,m,810,prac,1,39815.80000001192,358680.3000000119,9009,ATS,B,11
8,1,1,C,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),401946.10000002384,CFD-WF-011-006-HC.jpg,1600,dash,I,z,1051,prac,1,43265.80000001192,358680.3000000119,9009,ATS,B,12
1,test,1,C,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),428079.8000000119,CFD-WM-009-009-A.jpg,1400,solid,I,z,1047,7,1,2466.399999976158,425613.40000003576,9009,ATS,B,1
1,test,1,C,haborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),431113.5,CFD-WF-027-007-HC.jpg,1500,solid,I,None,1515,11,1,5500.099999964237,425613.40000003576,9009,ATS,B,2
1,test,1,C,mfborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),434138.0,CFD-WF-026-008-A.jpg,1500,dash,I,None,1507,3,1,8524.599999964237,425613.40000003576,9009,ATS,B,3
2,test,1,C,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),437630.0,CFD-WM-037-060-A.jpg,2000,dash,I,m,1465,5,1,12016.599999964237,425613.40000003576,9009,ATS,B,4
2,test,1,C,mfborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),440513.0,CFD-WM-037-060-A.jpg,2000,dash,I,z,861,5,1,14899.599999964237,425613.40000003576,9009,ATS,B,5
2,test,1,C,haborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),443946.6999999881,CFD-BM-037-041-A.jpg,1900,solid,I,None,1515,8,1,18333.299999952316,425613.40000003576,9009,ATS,B,6
3,test,1,C,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),446930.10000002384,CFD-WF-026-008-A.jpg,1500,dash,I,z,1452,3,1,21316.69999998808,425613.40000003576,9009,ATS,B,7
4,test,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),449630.0,CFD-BF-035-007-HC.jpg,1600,solid,I,m,1082,10,1,24016.599999964237,425613.40000003576,9009,ATS,B,8
5,test,1,C,mfborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),451946.60000002384,CFD-BM-020-024-HC.jpg,1200,dash,I,m,1077,6,1,26333.19999998808,425613.40000003576,9009,ATS,B,9
6,test,1,C,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),454896.60000002384,CFD-BM-041-048-A.jpg,1700,solid,I,z,1228,9,1,29283.19999998808,425613.40000003576,9009,ATS,B,10
7,test,1,C,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),457780.1999999881,CFD-BM-037-041-A.jpg,1900,solid,I,z,950,8,1,32166.799999952316,425613.40000003576,9009,ATS,B,11
8,test,1,C,haborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),460180.10000002384,CFD-BM-041-048-A.jpg,1700,solid,I,z,675,9,1,34566.69999998808,425613.40000003576,9009,ATS,B,12
9,test,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),462646.8000000119,CFD-WF-011-006-HC.jpg,1000,solid,I,m,1440,12,1,37033.39999997616,425613.40000003576,9009,ATS,B,13
10,test,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),464563.10000002384,CFD-WF-011-006-HC.jpg,1000,solid,I,m,893,12,1,38949.69999998808,425613.40000003576,9009,ATS,B,14
11,test,1,C,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),467379.8000000119,CFD-BF-027-013-HC.jpg,1700,dash,I,z,1092,1,1,41766.39999997616,425613.40000003576,9009,ATS,B,15
12,test,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),470363.3000000119,CFD-WF-027-007-HC.jpg,1500,solid,I,m,1452,11,1,44749.89999997616,425613.40000003576,9009,ATS,B,16
12,test,1,C,mfborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),472896.6999999881,CFD-WM-012-007-HC.jpg,1000,dash,I,None,1507,4,1,47283.299999952316,425613.40000003576,9009,ATS,B,17
12,test,1,C,haborder.png,0,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),475380.0,CFD-WM-009-009-A.jpg,1400,solid,I,m,1059,7,1,49766.59999996424,425613.40000003576,9009,ATS,B,18
12,test,1,C,mfborder.png,0,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),477913.5,CFD-WM-012-007-HC.jpg,1000,dash,I,None,1515,4,1,52300.09999996424,425613.40000003576,9009,ATS,B,19
13,test,1,C,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),481130.10000002384,CFD-BF-027-013-HC.jpg,1700,dash,I,z,1487,1,1,55516.69999998808,425613.40000003576,9009,ATS,B,20
14,test,1,C,haborder.png,1,m,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),483963.1999999881,CFD-BF-035-007-HC.jpg,1600,solid,I,m,1201,10,1,58349.799999952316,425613.40000003576,9009,ATS,B,21
15,test,1,C,mfborder.png,1,z,Tue Feb 18 2025 14:10:20 GMT-0500 (Eastern Standard Time),487046.60000002384,CFD-BF-051-043-A.jpg,1600,dash,I,z,1447,2,1,61433.19999998808,425613.40000003576,9009,ATS,B,22
