Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,336,136,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),,box1,yes,I,1,1,,,9007,DSST,A,,,,0,160,113
),1,1,0.0,3,prac,yes,1,3,120000.0,333,147,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),80332.30000019073,box3,yes,I,1,1,7631.60000038147,72700.69999980927,9007,DSST,A,,,,1,160,113
X,2,1,0.0,8,prac,yes,1,8,120000.0,258,134,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),84533.0,box8,yes,I,1,1,3416.5,81116.5,9007,DSST,A,,,,2,160,113
+,3,1,0.0,9,prac,yes,1,9,120000.0,264,130,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),89266.5,box9,yes,I,1,1,3934.199999809265,85332.30000019073,9007,DSST,A,,,,3,160,113
^,4,1,0.0,7,prac,yes,1,7,120000.0,233,138,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),93583.0999994278,box7,yes,I,1,1,3517.0999994277954,90066.0,9007,DSST,A,,,,4,160,113
-,5,1,0.0,1,prac,yes,1,1,120000.0,237,136,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),96983.0999994278,box1,yes,I,1,1,2617.699999809265,94365.39999961853,9007,DSST,A,,,,5,160,113
O,6,1,0.0,6,prac,yes,1,6,120000.0,201,141,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),100499.69999980927,box6,yes,I,1,1,2716.800000190735,97782.89999961853,9007,DSST,A,,,,6,160,113
L,7,1,0.0,4,prac,yes,1,4,120000.0,315,158,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),104416.39999961853,box4,yes,I,1,1,3135.3999996185303,101281.0,9007,DSST,A,,,,7,160,113
U,8,1,0.0,5,prac,yes,1,5,120000.0,344,157,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),107966.69999980927,box5,yes,I,1,1,2767.300000190735,105199.39999961853,9007,DSST,A,,,,8,160,113
T,9,1,0.0,2,prac,yes,1,2,120000.0,247,136,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),112066.39999961853,box2,yes,I,1,1,3307.699999809265,108758.69999980927,9007,DSST,A,,,,9,160,113
T,1,1,2.5269999504089355,2,test,yes,1,2,117473.00004959106,218,144,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),130082.89999961853,box2,yes,I,1,1,2502.0,127580.89999961853,9007,DSST,A,127695.0,128398.0,125896.0,1,160,113
-,2,1,6.3420000076293945,1,test,yes,1,1,113657.9999923706,243,134,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),133883.39999961853,box1,yes,I,1,1,3776.0999994277954,130107.30000019073,9007,DSST,A,131452.0,132198.0,128422.0,2,160,113
),3,1,10.214999914169312,3,test,yes,1,3,109785.00008583069,281,157,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),137766.5,box3,yes,I,1,1,3844.699999809265,133921.80000019073,9007,DSST,A,135539.0,136081.0,132237.0,3,160,113
^,4,1,13.180999994277954,7,test,yes,1,7,106819.00000572205,254,144,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),140733.19999980927,box7,yes,I,1,1,2940.8999996185303,137792.30000019073,9007,DSST,A,138387.0,139048.0,136107.0,4,160,113
T,5,1,15.989000082015991,2,test,yes,1,2,104010.99991798401,256,147,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),143533.19999980927,box2,yes,I,1,1,2772.199999809265,140761.0,9007,DSST,A,141229.0,141848.0,139076.0,5,160,113
L,6,1,18.473000049591064,4,test,yes,1,4,101526.99995040894,248,153,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),146016.5999994278,box4,yes,I,1,1,2447.5999994277954,143569.0,9007,DSST,A,143641.0,144331.0,141884.0,6,160,113
X,7,1,21.463000059127808,8,test,yes,1,8,98536.99994087219,262,114,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),149016.19999980927,box8,yes,I,1,1,2964.6000003814697,146051.5999994278,9007,DSST,A,146658.0,147331.0,144367.0,7,160,113
T,8,1,24.746000051498413,2,test,yes,1,2,95253.99994850159,269,149,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),152299.69999980927,box2,yes,I,1,1,3257.5,149042.19999980927,9007,DSST,A,150004.0,150615.0,147357.0,8,160,113
-,9,1,28.161999940872192,1,test,yes,1,1,91838.00005912781,216,142,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),155716.69999980927,box1,yes,I,1,1,3393.3999996185303,152323.30000019073,9007,DSST,A,153095.0,154031.0,150638.0,9,160,113
),10,1,30.555000066757202,3,test,yes,1,3,89444.9999332428,239,148,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),158099.80000019073,box3,yes,I,1,1,2358.4000005722046,155741.39999961853,9007,DSST,A,155728.0,156415.0,154056.0,10,160,113
T,11,1,34.7260000705719,2,test,yes,1,2,85273.9999294281,293,155,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),162282.69999980927,box2,yes,I,1,1,4147.199999809265,158135.5,9007,DSST,A,159928.0,160598.0,156450.0,11,160,113
-,12,1,37.628000020980835,1,test,yes,1,1,82371.99997901917,321,155,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),165183.19999980927,box1,yes,I,1,1,2879.3999996185303,162303.80000019073,9007,DSST,A,162741.0,163498.0,160619.0,12,160,113
L,13,1,40.21199989318848,4,test,yes,1,4,79788.00010681152,269,144,Fri Jan 10 2025 11:54:26 GMT-0500 (Eastern Standard Time),167766.89999961853,box4,yes,I,1,1,2560.0,165206.89999961853,9007,DSST,A,165495.0,166082.0,163522.0,13,160,113
