Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,274,146,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),,box1,yes,O,1,1,,,7091,DSST,B,,,,0,160,113
T,1,1,0.0,2,prac,yes,1,2,120000.0,198,150,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),57746.299999952316,box2,yes,O,1,1,6706.599999964237,51039.69999998808,7091,DSST,B,,,,1,160,113
O,2,1,0.0,6,prac,yes,1,6,120000.0,216,158,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),63460.39999997616,box6,yes,O,1,1,4870.199999988079,58590.19999998808,7091,DSST,B,,,,2,160,113
^,3,1,0.0,7,prac,yes,1,7,120000.0,201,144,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),69375.0,box7,yes,O,1,1,5086.600000023842,64288.39999997616,7091,DSST,B,,,,3,160,113
),4,1,0.0,3,prac,yes,1,3,120000.0,237,133,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),74624.0,box3,yes,O,1,1,4424.0,70200.0,7091,DSST,B,,,,4,160,113
-,5,1,0.0,1,prac,yes,1,1,120000.0,195,152,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),79755.5,box1,yes,O,1,1,4302.900000035763,75452.59999996424,7091,DSST,B,,,,5,160,113
X,6,1,0.0,8,prac,yes,1,8,120000.0,229,140,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),84987.19999998808,box8,yes,O,1,1,4409.600000023842,80577.59999996424,7091,DSST,B,,,,6,160,113
+,7,1,0.0,9,prac,yes,1,9,120000.0,221,153,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),90169.09999996424,box9,yes,O,1,1,4343.099999964237,85826.0,7091,DSST,B,,,,7,160,113
L,8,1,0.0,4,prac,yes,1,4,120000.0,222,144,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),96566.89999997616,box4,yes,O,1,1,5571.0,90995.89999997616,7091,DSST,B,,,,8,160,113
U,9,1,0.0,5,prac,yes,1,5,120000.0,252,141,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),101065.19999998808,box5,yes,O,1,1,3681.699999988079,97383.5,7091,DSST,B,,,,9,160,113
T,1,1,3.6100001335144043,2,test,yes,1,2,116389.9998664856,258,135,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),115810.69999998808,box2,yes,O,1,1,3550.0,112260.69999998808,7091,DSST,B,110986.0,111813.0,108264.0,1,160,113
-,2,1,9.875,1,test,yes,1,1,110125.0,319,143,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),122075.29999995232,box1,yes,O,1,1,6214.5,115860.79999995232,7091,DSST,B,114919.0,118078.0,111864.0,2,160,113
),3,1,13.496999979019165,3,test,yes,1,3,106503.00002098083,344,142,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),125690.5,box3,yes,O,1,1,3566.0,122124.5,7091,DSST,B,120830.0,121693.0,118127.0,3,160,113
^,4,1,17.193000078201294,7,test,yes,1,7,102806.9999217987,212,157,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),129389.5,box7,yes,O,1,1,3638.600000023842,125750.89999997616,7091,DSST,B,124500.0,125392.0,121754.0,4,160,113
T,5,1,20.91700005531311,2,test,yes,1,2,99082.99994468689,346,140,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),133121.59999996424,box2,yes,O,1,1,3674.899999976158,129446.69999998808,7091,DSST,B,128293.0,129124.0,125449.0,5,160,113
L,6,1,24.728000164031982,4,test,yes,1,4,95271.99983596802,247,140,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),136920.0,box4,yes,O,1,1,3752.7000000476837,133167.29999995232,7091,DSST,B,132116.0,132923.0,129170.0,6,160,113
X,7,1,29.04100012779236,8,test,yes,1,8,90958.99987220764,223,139,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),141235.39999997616,box8,yes,O,1,1,4251.399999976158,136984.0,7091,DSST,B,135791.0,137238.0,132987.0,7,160,113
T,8,1,31.950000047683716,2,test,yes,1,2,88049.99995231628,263,156,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),144150.89999997616,box2,yes,O,1,1,2845.100000023842,141305.79999995232,7091,DSST,B,139452.0,140154.0,137309.0,8,160,113
-,9,1,34.890000104904175,1,test,yes,1,1,85109.99989509583,237,161,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),147083.89999997616,box1,yes,O,1,1,2886.0,144197.89999997616,7091,DSST,B,142154.0,143087.0,140201.0,9,160,113
),10,1,37.52300000190735,3,test,yes,1,3,82476.99999809265,300,138,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),149716.19999998808,box3,yes,O,1,1,2572.0,147144.19999998808,7091,DSST,B,145043.0,145719.0,143147.0,10,160,113
T,11,1,40.36800003051758,2,test,yes,1,2,79631.99996948242,227,134,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),152564.89999997616,box2,yes,O,1,1,2789.699999988079,149775.19999998808,7091,DSST,B,147809.0,148568.0,145778.0,11,160,113
-,12,1,43.218000173568726,1,test,yes,1,1,76781.99982643127,191,137,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),155414.09999996424,box1,yes,O,1,1,2792.699999988079,152621.39999997616,7091,DSST,B,150658.0,151417.0,148624.0,12,160,113
L,13,1,46.19000005722046,4,test,yes,1,4,73809.99994277954,248,158,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),158396.19999998808,box4,yes,O,1,1,2929.400000035763,155466.79999995232,7091,DSST,B,153692.0,154399.0,151470.0,13,160,113
T,14,1,51.092000007629395,2,test,yes,1,2,68907.9999923706,320,133,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),163295.19999998808,box2,yes,O,1,1,4859.5,158435.69999998808,7091,DSST,B,158383.0,159298.0,154439.0,14,160,113
),15,1,53.84700012207031,3,test,yes,1,3,66152.99987792969,196,154,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),166044.0,box3,yes,O,1,1,2706.100000023842,163337.89999997616,7091,DSST,B,161211.0,162047.0,159341.0,15,160,113
U,16,1,57.360000133514404,5,test,yes,1,5,62639.999866485596,185,168,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),169559.69999998808,box5,yes,O,1,1,3469.100000023842,166090.59999996424,7091,DSST,B,164660.0,165562.0,162094.0,16,160,113
T,17,1,61.259000062942505,2,test,yes,1,2,58740.999937057495,222,147,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),173457.69999998808,box2,yes,O,1,1,3845.300000011921,169612.39999997616,7091,DSST,B,168559.0,169461.0,165615.0,17,160,113
),18,1,65.37199997901917,3,test,yes,1,3,54628.000020980835,210,147,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),177573.79999995232,box3,yes,O,1,1,4069.099999964237,173504.69999998808,7091,DSST,B,172510.0,173576.0,169508.0,18,160,113
-,19,1,69.06000018119812,1,test,yes,1,1,50939.99981880188,272,145,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),181255.69999998808,box1,yes,O,1,1,3633.400000035763,177622.29999995232,7091,DSST,B,176208.0,177258.0,173625.0,19,160,113
L,20,1,71.7039999961853,4,test,yes,1,4,48296.0000038147,237,141,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),183904.79999995232,box4,yes,O,1,1,2594.199999988079,181310.59999996424,7091,DSST,B,179292.0,179907.0,177313.0,20,160,113
+,21,1,75.73399996757507,9,test,yes,1,9,44266.00003242493,230,140,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),187936.89999997616,box9,yes,O,1,1,3980.399999976158,183956.5,7091,DSST,B,182868.0,183940.0,179960.0,21,160,113
O,22,1,82.11300015449524,6,test,yes,1,6,37886.99984550476,274,160,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),194318.09999996424,box6,yes,O,1,1,6336.099999964237,187982.0,7091,DSST,B,189213.0,190321.0,183984.0,22,160,113
),23,1,85.4060001373291,3,test,yes,1,3,34593.9998626709,228,143,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),197601.0,box3,yes,O,1,1,3245.300000011921,194355.69999998808,7091,DSST,B,192746.0,193604.0,190359.0,23,160,113
-,24,1,88.59400010108948,1,test,yes,1,1,31405.999898910522,267,155,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),200799.0,box1,yes,O,1,1,3140.0,197659.0,7091,DSST,B,195985.0,196802.0,193662.0,24,160,113
L,25,1,92.37900018692017,4,test,yes,1,4,27620.999813079834,263,156,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),204581.5,box4,yes,O,1,1,3734.400000035763,200847.09999996424,7091,DSST,B,199194.0,200584.0,196850.0,25,160,113
-,26,1,95.96600008010864,1,test,yes,1,1,24033.999919891357,271,155,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),208163.39999997616,box1,yes,O,1,1,3534.699999988079,204628.69999998808,7091,DSST,B,203318.0,204166.0,200632.0,26,160,113
U,27,1,98.97399997711182,5,test,yes,1,5,21026.000022888184,218,157,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),211179.0,box5,yes,O,1,1,2969.100000023842,208209.89999997616,7091,DSST,B,206318.0,207182.0,204213.0,27,160,113
L,28,1,102.51100015640259,4,test,yes,1,4,17488.999843597412,345,140,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),214711.19999998808,box4,yes,O,1,1,3487.199999988079,211224.0,7091,DSST,B,209744.0,210714.0,207227.0,28,160,113
T,29,1,106.23000001907349,2,test,yes,1,2,13769.999980926514,263,152,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),218426.89999997616,box2,yes,O,1,1,3670.899999976158,214756.0,7091,DSST,B,213695.0,214430.0,210759.0,29,160,113
^,30,1,110.18200016021729,7,test,yes,1,7,9817.999839782715,326,130,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),222376.0,box7,yes,O,1,1,3897.100000023842,218478.89999997616,7091,DSST,B,217437.0,218379.0,214482.0,30,160,113
O,31,1,113.7260000705719,6,test,yes,1,6,6273.999929428101,264,151,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),225924.19999998808,box6,yes,O,1,1,3484.300000011921,222439.89999997616,7091,DSST,B,220610.0,221927.0,218443.0,31,160,113
),32,1,116.65900015830994,3,test,yes,1,3,3340.9998416900635,314,144,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),228856.79999995232,box3,yes,O,1,1,2878.0,225978.79999995232,7091,DSST,B,224033.0,224859.0,221982.0,32,160,113
U,33,1,119.6710000038147,5,test,yes,1,5,328.99999618530273,247,139,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),231872.69999998808,box5,yes,O,1,1,2957.600000023842,228915.09999996424,7091,DSST,B,227068.0,227875.0,224918.0,33,160,113
^,33,1,120.05800008773804,5,test,no,0,7,-58.00008773803711,247,139,Wed Mar 26 2025 16:47:34 GMT-0500 (Central Daylight Time),232255.89999997616,0,no,O,None,1,340.30000001192093,231915.59999996424,7091,DSST,B,227919.0,228259.0,227919.0,34,160,113
