acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,face,jitter,line,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
1,prac,1,A,haborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),64161.60000000009,CFD-WM-012-007-HC.jpg,1700,solid,I,m,1006,9,1,3499.0,60662.60000000009,8030,ATS,B,1
2,prac,1,A,haborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),66860.70000000019,CFD-BF-051-043-A.jpg,1000,solid,I,z,903,4,1,6198.100000000093,60662.60000000009,8030,ATS,B,2
3,prac,1,A,haborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),70242.80000000028,CFD-WF-026-008-A.jpg,1600,solid,I,z,996,10,1,9580.200000000186,60662.60000000009,8030,ATS,B,3
4,prac,1,A,haborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),73475.5,CFD-WM-011-006-HC.jpg,1400,solid,I,m,1037,7,1,12812.899999999907,60662.60000000009,8030,ATS,B,4
5,prac,1,A,haborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),76207.30000000028,CFD-BF-050-012-A.jpg,1200,solid,I,z,732,6,1,15544.700000000186,60662.60000000009,8030,ATS,B,5
6,prac,1,A,haborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),78823.50000000047,CFD-WF-013-015-A.jpg,1000,solid,I,z,817,12,1,18160.900000000373,60662.60000000009,8030,ATS,B,6
7,prac,1,A,haborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),81989.30000000028,CFD-BM-020-024-HC.jpg,1500,solid,I,m,877,3,1,21326.700000000186,60662.60000000009,8030,ATS,B,7
8,prac,1,A,haborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),85205.00000000047,CFD-WF-011-006-HC.jpg,1500,solid,I,m,927,11,1,24542.400000000373,60662.60000000009,8030,ATS,B,8
9,prac,1,A,haborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),88670.3999999999,CFD-WM-009-009-A.jpg,1900,solid,I,z,767,8,1,28007.799999999814,60662.60000000009,8030,ATS,B,9
10,prac,1,A,haborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),91952.80000000028,CFD-BM-015-017-HC.jpg,1700,solid,I,m,790,1,1,31290.200000000186,60662.60000000009,8030,ATS,B,10
11,prac,1,A,haborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),95451.80000000028,CFD-BF-035-007-HC.jpg,2000,solid,I,m,704,5,1,34789.200000000186,60662.60000000009,8030,ATS,B,11
12,prac,1,A,haborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),98733.8999999999,CFD-BM-037-041-A.jpg,1600,solid,I,z,885,2,1,38071.299999999814,60662.60000000009,8030,ATS,B,12
1,prac,1,B,mfborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),126342.00000000047,CFD-BF-051-043-A.jpg,1000,dash,I,z,1143,4,1,2932.100000000559,123409.8999999999,8030,ATS,B,1
2,prac,1,B,mfborder.png,1,m,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),130340.8999999999,CFD-BM-037-041-A.jpg,2000,dash,I,m,1203,5,1,6931.0,123409.8999999999,8030,ATS,B,2
3,prac,1,B,mfborder.png,1,z,Thu Feb 20 2025 13:04:14 GMT-0600 (Central Standard Time),133273.1000000001,CFD-WF-026-008-A.jpg,1500,dash,I,z,647,11,1,9863.200000000186,123409.8999999999,8030,ATS,B,3
