acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,face,jitter,line,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
1,prac,1,A,haborder.png,1,m,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),71778.80000019073,CFD-WF-011-006-HC.jpg,1500,solid,I,m,802,11,1,3116.9000000953674,68661.90000009537,9004,ATS,B,1
2,prac,1,A,haborder.png,1,z,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),75045.5,CFD-BM-037-041-A.jpg,1600,solid,I,z,865,2,1,6383.599999904633,68661.90000009537,9004,ATS,B,2
3,prac,1,A,haborder.png,1,z,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),78045.40000009537,CFD-BF-050-012-A.jpg,1200,solid,I,z,991,6,1,9383.5,68661.90000009537,9004,ATS,B,3
4,prac,1,A,haborder.png,1,z,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),81478.2000002861,CFD-WM-009-009-A.jpg,1900,solid,I,z,731,8,1,12816.300000190735,68661.90000009537,9004,ATS,B,4
5,prac,1,A,haborder.png,1,m,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),84995.40000009537,CFD-WM-012-007-HC.jpg,1700,solid,I,m,1001,9,1,16333.5,68661.90000009537,9004,ATS,B,5
6,prac,1,A,haborder.png,1,z,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),88261.90000009537,CFD-WF-026-008-A.jpg,1600,solid,I,z,865,10,1,19600.0,68661.90000009537,9004,ATS,B,6
7,prac,1,A,haborder.png,1,z,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),90778.59999990463,CFD-WF-013-015-A.jpg,1000,solid,I,z,710,12,1,22116.699999809265,68661.90000009537,9004,ATS,B,7
8,prac,1,A,haborder.png,1,m,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),94228.7000002861,CFD-BM-015-017-HC.jpg,1700,solid,I,m,933,1,1,25566.800000190735,68661.90000009537,9004,ATS,B,8
9,prac,1,A,haborder.png,1,m,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),97978.7000002861,CFD-BF-035-007-HC.jpg,2000,solid,I,m,960,5,1,29316.800000190735,68661.90000009537,9004,ATS,B,9
10,prac,1,A,haborder.png,1,m,Mon Oct 28 2024 15:33:26 GMT-0400 (Eastern Daylight Time),100928.7000002861,CFD-WM-011-006-HC.jpg,1400,solid,I,m,736,7,1,32266.800000190735,68661.90000009537,9004,ATS,B,10
