acc_sum,block,block_c,block_cond,con_img,correct,correct_response,datetime,endtime,face,jitter,line,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
1,prac,1,A,haborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),79830.19999998808,CFD-BF-019-004-HC.jpg,2000,solid,O,m,1093,5,1,3898.399999976158,75931.80000001192,7048,ATS,C,1
2,prac,1,A,haborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),82479.89999997616,CFD-WF-023-013-A.jpg,1000,solid,O,z,844,12,1,6548.099999964237,75931.80000001192,7048,ATS,C,2
3,prac,1,A,haborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),85909.89999997616,CFD-WM-035-036-HC.jpg,1700,solid,O,m,942,9,1,9978.099999964237,75931.80000001192,7048,ATS,C,3
4,prac,1,A,haborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),89726.09999996424,CFD-WM-036-018-A.jpg,1900,solid,O,z,1125,8,1,13794.299999952316,75931.80000001192,7048,ATS,C,4
5,prac,1,A,haborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),93006.80000001192,CFD-WM-028-005-HC.jpg,1400,solid,O,m,1099,7,1,17075.0,75931.80000001192,7048,ATS,C,5
6,prac,1,A,haborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),96257.09999996424,CFD-WF-037-016-A.jpg,1600,solid,O,z,855,10,1,20325.299999952316,75931.80000001192,7048,ATS,C,6
7,prac,1,A,haborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),99455.39999997616,CFD-BM-022-004-HC.jpg,1500,solid,O,m,907,3,1,23523.599999964237,75931.80000001192,7048,ATS,C,7
8,prac,1,A,haborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),102570.59999996424,CFD-BM-043-014-A.jpg,1600,solid,O,z,729,2,1,26638.799999952316,75931.80000001192,7048,ATS,C,8
8,prac,1,A,haborder.png,0,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),106071.59999996424,CFD-BF-002-018-A.jpg,1200,solid,O,None,1515,6,1,30139.799999952316,75931.80000001192,7048,ATS,C,9
9,prac,1,A,haborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),109102.59999996424,CFD-BF-031-020-A.jpg,1000,solid,O,z,1242,4,1,33170.799999952316,75931.80000001192,7048,ATS,C,10
10,prac,1,A,haborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),112402.09999996424,CFD-BM-034-035-HC.jpg,1700,solid,O,m,816,1,1,36470.299999952316,75931.80000001192,7048,ATS,C,11
11,prac,1,A,haborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),115467.69999998808,CFD-WF-013-009-HC.jpg,1500,solid,O,m,782,11,1,39535.89999997616,75931.80000001192,7048,ATS,C,12
0,prac,1,B,mfborder.png,0,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),157720.80000001192,CFD-WF-001-010-HC.jpg,1900,8,O,None,1516,dash,1,4199.0,153521.80000001192,7048,ATS,C,1
1,prac,1,B,mfborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),160886.30000001192,CFD-WM-035-036-HC.jpg,1600,10,O,m,767,dash,1,7364.5,153521.80000001192,7048,ATS,C,2
2,prac,1,B,mfborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),164819.89999997616,CFD-WM-036-018-A.jpg,1700,9,O,m,1450,dash,1,11298.099999964237,153521.80000001192,7048,ATS,C,3
2,prac,1,B,mfborder.png,0,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),168618.59999996424,CFD-WF-037-016-A.jpg,1500,11,O,None,1513,dash,1,15096.799999952316,153521.80000001192,7048,ATS,C,4
3,prac,1,B,mfborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),171799.39999997616,CFD-BF-042-031-HC.jpg,1500,3,O,z,883,dash,1,18277.599999964237,153521.80000001192,7048,ATS,C,5
4,prac,1,B,mfborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),174366.39999997616,CFD-WF-013-009-HC.jpg,1000,12,O,z,768,dash,1,20844.599999964237,153521.80000001192,7048,ATS,C,6
5,prac,1,B,mfborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),177480.39999997616,CFD-BM-021-026-A.jpg,1600,2,O,m,724,dash,1,23958.599999964237,153521.80000001192,7048,ATS,C,7
6,prac,1,B,mfborder.png,1,z,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),180881.69999998808,CFD-BF-019-004-HC.jpg,1400,7,O,z,1199,dash,1,27359.899999976158,153521.80000001192,7048,ATS,C,8
7,prac,1,B,mfborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),184095.89999997616,CFD-BM-022-004-HC.jpg,1700,1,O,m,722,dash,1,30574.099999964237,153521.80000001192,7048,ATS,C,9
8,prac,1,B,mfborder.png,1,m,Mon Mar 10 2025 17:30:26 GMT-0500 (Central Daylight Time),186763.5,CFD-WM-034-040-A.jpg,1200,6,O,m,672,dash,1,33241.69999998808,153521.80000001192,7048,ATS,C,10
