Symbol,acc_sum,block_c,block_dur,clicked_response,condition,continue_roi_ticked,correct,correct_response,countdown,cursor_x,cursor_y,datetime,endtime,my_cursor_roi,my_cursor_roi_ticked,project,response,session_number,start_end,starttime,subject_id,task,task_vers,time_test_box_response,time_test_clicked_response,time_test_display_stimuli,trial,x_continue_box,y_continue_box
,0,0,0.0,1,,yes,1,1,120000.0,310,154,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),,box1,yes,I,1,1,,,8002,DSST,A,,,,0,160,113
L,1,1,0.0,4,prac,yes,1,4,120000.0,252,131,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),72199.79999999702,box4,yes,I,1,1,3664.60000000149,68535.19999999553,8002,DSST,A,,,,1,160,113
T,2,1,0.0,2,prac,yes,1,2,120000.0,324,128,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),76215.29999999702,box2,yes,I,1,1,3240.89999999851,72974.39999999851,8002,DSST,A,,,,2,160,113
X,3,1,0.0,8,prac,yes,1,8,120000.0,298,148,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),80313.69999999553,box8,yes,I,1,1,3324.89999999851,76988.79999999702,8002,DSST,A,,,,3,160,113
-,4,1,0.0,1,prac,yes,1,1,120000.0,259,146,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),83779.59999999404,box1,yes,I,1,1,2691.0,81088.59999999404,8002,DSST,A,,,,4,160,113
^,5,1,0.0,7,prac,yes,1,7,120000.0,214,149,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),87878.19999999553,box7,yes,I,1,1,3325.2999999970198,84552.89999999851,8002,DSST,A,,,,5,160,113
O,6,1,0.0,6,prac,yes,1,6,120000.0,257,146,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),91993.59999999404,box6,yes,I,1,1,3341.6999999955297,88651.89999999851,8002,DSST,A,,,,6,160,113
U,7,1,0.0,5,prac,yes,1,5,120000.0,237,143,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),95175.89999999851,box5,yes,I,1,1,2409.0,92766.89999999851,8002,DSST,A,,,,7,160,113
+,8,1,0.0,9,prac,yes,1,9,120000.0,168,143,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),99074.69999999553,box9,yes,I,1,1,3124.6999999955297,95950.0,8002,DSST,A,,,,8,160,113
),9,1,0.0,3,prac,yes,1,3,120000.0,275,161,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),102706.69999999553,box3,yes,I,1,1,2859.2999999970198,99847.39999999851,8002,DSST,A,,,,9,160,113
T,1,1,3.2720000743865967,2,test,yes,1,2,116727.9999256134,269,142,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),124501.09999999404,box2,yes,I,1,1,3260.5999999940395,121240.5,8002,DSST,A,120852.0,121529.0,118268.0,1,160,113
-,2,1,5.420000076293945,1,test,yes,1,1,114579.99992370605,231,140,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),126649.39999999851,box1,yes,I,1,1,2135.0,124514.39999999851,8002,DSST,A,123067.0,123677.0,121542.0,2,160,113
),3,1,7.9019999504089355,3,test,yes,1,3,112098.00004959106,313,139,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),129131.59999999404,box3,yes,I,1,1,2470.0999999940395,126661.5,8002,DSST,A,125499.0,126160.0,123689.0,3,160,113
^,4,1,11.134999990463257,7,test,yes,1,7,108865.00000953674,243,148,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),132363.8999999985,box7,yes,I,1,1,3221.10000000149,129142.79999999702,8002,DSST,A,128865.0,129392.0,126171.0,4,160,113
T,5,1,13.633000135421753,2,test,yes,1,2,106366.99986457825,314,141,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),134863.59999999404,box2,yes,I,1,1,2487.5999999940395,132376.0,8002,DSST,A,131247.0,131892.0,129404.0,5,160,113
L,6,1,15.916000127792358,4,test,yes,1,4,104083.99987220764,266,134,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),137145.79999999702,box4,yes,I,1,1,2271.5,134874.29999999702,8002,DSST,A,133629.0,134174.0,131902.0,6,160,113
X,7,1,18.66600012779236,8,test,yes,1,8,101333.99987220764,196,138,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),139895.09999999404,box8,yes,I,1,1,2739.1999999955297,137155.8999999985,8002,DSST,A,136278.0,136923.0,134184.0,7,160,113
T,8,1,21.2810001373291,2,test,yes,1,2,98718.9998626709,235,142,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),142511.0,box2,yes,I,1,1,2605.3000000044703,139905.69999999553,8002,DSST,A,138962.0,139539.0,136934.0,8,160,113
-,9,1,24.414000034332275,1,test,yes,1,1,95585.99996566772,207,139,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),145643.29999999702,box1,yes,I,1,1,3121.60000000149,142521.69999999553,8002,DSST,A,142060.0,142671.0,139550.0,9,160,113
),10,1,26.979000091552734,3,test,yes,1,3,93020.99990844727,211,153,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),148209.09999999404,box3,yes,I,1,1,2555.2999999970198,145653.79999999702,8002,DSST,A,144476.0,145237.0,142682.0,10,160,113
T,11,1,29.59500002861023,2,test,yes,1,2,90404.99997138977,324,149,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),150825.09999999404,box2,yes,I,1,1,2605.39999999851,148219.69999999553,8002,DSST,A,147075.0,147853.0,145248.0,11,160,113
-,12,1,32.111000061035156,1,test,yes,1,1,87888.99993896484,259,148,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),153341.0,box1,yes,I,1,1,2505.8000000044703,150835.19999999553,8002,DSST,A,149692.0,150369.0,147863.0,12,160,113
L,13,1,34.396000146865845,4,test,yes,1,4,85603.99985313416,275,125,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),155623.29999999702,box4,yes,I,1,1,2272.10000000149,153351.19999999553,8002,DSST,A,151990.0,152651.0,150379.0,13,160,113
T,14,1,36.87599992752075,2,test,yes,1,2,83124.00007247925,242,141,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),158106.29999999702,box2,yes,I,1,1,2469.7999999970198,155636.5,8002,DSST,A,154457.0,155134.0,152665.0,14,160,113
),15,1,39.526000022888184,3,test,yes,1,3,80473.99997711182,216,134,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),160755.29999999702,box3,yes,I,1,1,2638.2000000029802,158117.09999999404,8002,DSST,A,157272.0,157783.0,155145.0,15,160,113
U,16,1,41.80800008773804,5,test,yes,1,5,78191.99991226196,299,135,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),163037.79999999702,box5,yes,I,1,1,2272.0,160765.79999999702,8002,DSST,A,159455.0,160066.0,157794.0,16,160,113
T,17,1,44.7739999294281,2,test,yes,1,2,75226.0000705719,281,129,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),166003.69999999553,box2,yes,I,1,1,2955.6999999955297,163048.0,8002,DSST,A,162454.0,163032.0,160076.0,17,160,113
),18,1,46.67300009727478,3,test,yes,1,3,73326.99990272522,246,146,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),167903.29999999702,box3,yes,I,1,1,1888.6000000014901,166014.69999999553,8002,DSST,A,164370.0,164931.0,163043.0,18,160,113
-,19,1,48.75500011444092,1,test,yes,1,1,71244.99988555908,213,120,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),169985.69999999553,box1,yes,I,1,1,2071.60000000149,167914.09999999404,8002,DSST,A,166336.0,167014.0,164942.0,19,160,113
L,20,1,50.75500011444092,4,test,yes,1,4,69244.99988555908,262,124,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),171985.0,box4,yes,I,1,1,1989.3000000044703,169995.69999999553,8002,DSST,A,168486.0,169013.0,167024.0,20,160,113
+,21,1,53.22200012207031,9,test,yes,1,9,66777.99987792969,210,142,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),174452.29999999702,box9,yes,I,1,1,2457.10000000149,171995.19999999553,8002,DSST,A,170801.0,171480.0,169023.0,21,160,113
O,22,1,55.769999980926514,6,test,yes,1,6,64230.000019073486,267,146,Fri Sep 13 2024 12:39:35 GMT-0500 (Central Daylight Time),177000.09999999404,box6,yes,I,1,1,2536.89999999851,174463.19999999553,8002,DSST,A,173417.0,174028.0,171491.0,22,160,113
