acc_sum,block,block_c,change,condition,correct,correct_response,datetime,endtime,face,project,response,response_time,row_sel,session_number,start_end,starttime,subject_id,task,task_vers,trial
0,prac,1,,1-Back,,,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),,124_o_f_d_a.png,I,space,12801,1,1,,,9003,VNB,A,0
1,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),148627.69999980927,071_y_f_n_a.png,I,m,726,2,1,1551.6999998092651,147076.0,9003,VNB,A,1
2,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),150395.0,165_m_m_h_a.png,I,m,939,3,1,1756.0,148639.0,9003,VNB,A,2
3,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),151945.0,109_y_m_d_a.png,I,m,712,4,1,1535.2000002861023,150409.7999997139,9003,VNB,A,3
4,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),153928.0,124_o_f_n_a.png,I,m,1107,5,1,1967.4000000953674,151960.59999990463,9003,VNB,A,4
5,prac,1,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),155811.5,109_y_m_n_a.png,I,z,1033,6,1,1868.2000002861023,153943.2999997139,9003,VNB,A,5
6,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),157444.5,039_o_m_h_a.png,I,m,793,7,1,1618.3000001907349,155826.19999980927,9003,VNB,A,6
7,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),159094.89999961853,139_m_f_d_a.png,I,m,823,8,1,1635.5,157459.39999961853,9003,VNB,A,7
8,prac,1,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),160744.69999980927,071_y_f_d_a.png,I,z,824,9,1,1635.3000001907349,159109.39999961853,9003,VNB,A,8
9,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),162294.69999980927,165_m_m_n_a.png,I,m,722,10,1,1535.4000000953674,160759.2999997139,9003,VNB,A,9
10,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),163844.0,124_o_f_h_a.png,I,m,678,11,1,1529.2000002861023,162314.7999997139,9003,VNB,A,10
11,prac,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),165227.69999980927,109_y_m_d_a.png,I,m,593,12,1,1368.3000001907349,163859.39999961853,9003,VNB,A,11
0,test,1,0.0,1-Back,,,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),165227.69999980927,071_y_f_d_a.png,I,space,12305,1,1,1368.3000001907349,163859.39999961853,9003,VNB,A,0
1,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),185911.19999980927,139_m_f_n_a.png,I,m,648,2,1,1667.0999999046326,184244.09999990463,9003,VNB,A,1
2,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),187711.5,039_o_m_h_a.png,I,m,774,3,1,1787.0,185924.5,9003,VNB,A,2
3,test,1,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),189844.69999980927,165_m_m_h_a.png,I,z,1102,4,1,2119.199999809265,187725.5,9003,VNB,A,3
4,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),191711.2999997139,124_o_f_n_a.png,I,m,840,5,1,1853.5999999046326,189857.69999980927,9003,VNB,A,4
5,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),193611.0,109_y_m_d_a.png,I,m,876,6,1,1885.9000000953674,191725.09999990463,9003,VNB,A,5
6,test,1,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),195411.2999997139,139_m_f_d_a.png,I,z,770,7,1,1788.0,193623.2999997139,9003,VNB,A,6
7,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),197361.2999997139,071_y_f_h_a.png,I,m,921,8,1,1935.5999999046326,195425.69999980927,9003,VNB,A,7
8,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),199094.69999980927,039_o_m_n_a.png,I,m,715,9,1,1719.8000001907349,197374.89999961853,9003,VNB,A,8
9,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),200794.59999990463,109_y_m_h_a.png,I,m,678,10,1,1686.4000000953674,199108.19999980927,9003,VNB,A,9
10,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),202528.0,039_o_m_d_a.png,I,m,706,11,1,1718.8000001907349,200809.19999980927,9003,VNB,A,10
11,test,1,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),204494.39999961853,124_o_f_d_a.png,I,z,940,12,1,1954.1999998092651,202540.19999980927,9003,VNB,A,11
12,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),206178.0,165_m_m_n_a.png,I,m,655,13,1,1672.0,204506.0,9003,VNB,A,12
13,test,1,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),208161.39999961853,071_y_f_n_a.png,I,z,955,14,1,1969.5,206191.89999961853,9003,VNB,A,13
14,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),210061.19999980927,139_m_f_h_a.png,I,m,859,15,1,1879.5,208181.69999980927,9003,VNB,A,14
15,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),211794.69999980927,165_m_m_d_a.png,I,m,704,16,1,1721.1999998092651,210073.5,9003,VNB,A,15
16,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),213428.0,109_y_m_n_a.png,I,m,602,17,1,1620.6000003814697,211807.39999961853,9003,VNB,A,16
17,test,1,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),215094.69999980927,124_o_f_h_a.png,I,m,616,18,1,1651.9000000953674,213442.7999997139,9003,VNB,A,17
0,test,2,0.0,1-Back,,,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),215094.69999980927,109_y_m_n_a.png,I,space,2998,1,1,1651.9000000953674,213442.7999997139,9003,VNB,A,0
1,test,2,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),221878.09999990463,071_y_f_h_a.png,I,m,733,2,1,1753.0999999046326,220125.0,9003,VNB,A,1
2,test,2,1.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),223577.89999961853,039_o_m_n_a.png,I,m,679,3,1,1685.0,221892.89999961853,9003,VNB,A,2
3,test,2,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),225511.0,139_m_f_d_a.png,I,m,915,4,1,1918.7000002861023,223592.2999997139,9003,VNB,A,3
4,test,2,0.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),227294.69999980927,165_m_m_d_a.png,I,z,757,5,1,1771.5999999046326,225523.09999990463,9003,VNB,A,4
5,test,2,0.0,1-Back,1,m,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),228927.89999961853,109_y_m_h_a.png,I,m,607,6,1,1618.8999996185303,227309.0,9003,VNB,A,5
6,test,2,1.0,1-Back,1,z,Tue Nov 12 2024 14:55:10 GMT-0500 (Eastern Standard Time),230694.89999961853,124_o_f_h_a.png,I,z,733,7,1,1752.0999999046326,228942.7999997139,9003,VNB,A,6
