Q,Q1,Q2,Q3,Q4,acc_sum,block,block_c,correct,correct_response,datetime,endtime,project,response,response_time,row_sel,session_number,squiggle1,squiggle1x,squiggle1y,squiggle2,squiggle2x,squiggle2y,squiggle3,squiggle3x,squiggle3y,squiggle4,squiggle4x,squiggle4y,start_end,starttime,subject_id,target_congruent,task,task_vers,testsquiggle,testsquigglex,testsquiggley,time_practice_delay,time_practice_fixation,time_practice_stimuli,time_practice_study,time_test_delay,time_test_fixation,time_test_stimuli,time_test_study,trial
1,1,0,0,0,0,prac,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),120868.7999997139,I,None,2015,1,1,66.bmp,-120,-120,67.bmp,120,-120,68.bmp,-120,120,69.bmp,120,120,10826.099999904633,110042.69999980927,9010,yes,SM,C,66.bmp,-120,-120,113298,107272,115316,109282,,,,,1
3,0,0,1,0,0,prac,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),131185.90000009537,I,z,1499,2,1,70.bmp,-120,-120,71.bmp,120,-120,72.bmp,-120,120,73.bmp,120,120,10312.300000190735,120873.59999990463,9010,no,SM,C,73.bmp,-120,120,124132,118103,126149,120116,,,,,2
4,0,0,0,1,0,prac,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),142019.09999990463,I,None,2014,3,1,74.bmp,-120,-120,75.bmp,120,-120,76.bmp,-120,120,77.bmp,120,120,10825.300000190735,131193.7999997139,9010,no,SM,C,74.bmp,120,120,134448,128423,136467,130433,,,,,3
2,0,1,0,0,1,prac,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),152202.5,I,z,1356,4,1,78.bmp,-120,-120,79.bmp,120,-120,80.bmp,-120,120,81.bmp,120,120,10175.900000095367,142026.59999990463,9010,yes,SM,C,79.bmp,120,-120,145282,139256,147299,141266,,,,,4
3,0,0,1,0,2,prac,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),162585.7999997139,I,z,1557,5,1,82.bmp,-120,-120,83.bmp,120,-120,84.bmp,-120,120,85.bmp,120,120,10374.699999809265,152211.09999990463,9010,yes,SM,C,84.bmp,-120,120,155465,149441,157482,151449,,,,,5
1,1,0,0,0,2,prac,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),173418.90000009537,I,None,2015,6,1,86.bmp,-120,-120,87.bmp,120,-120,88.bmp,-120,120,89.bmp,120,120,10822.800000190735,162596.09999990463,9010,no,SM,C,89.bmp,-120,-120,165848,159825,167866,161833,,,,,6
2,0,1,0,0,3,prac,1,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),183969.0,I,m,1716,7,1,90.bmp,-120,-120,91.bmp,120,-120,92.bmp,-120,120,93.bmp,120,120,10542.300000190735,173426.69999980927,9010,no,SM,C,90.bmp,120,-120,176681,170656,178699,172666,,,,,7
4,0,0,0,1,3,prac,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),194135.69999980927,I,m,1342,8,1,94.bmp,-120,-120,95.bmp,120,-120,96.bmp,-120,120,97.bmp,120,120,10158.799999713898,183976.90000009537,9010,yes,SM,C,97.bmp,120,120,187232,181206,189249,183216,,,,,8
1,1,0,0,0,1,prac,2,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),226852.59999990463,I,z,928,1,1,66.bmp,-120,-120,67.bmp,120,-120,68.bmp,-120,120,69.bmp,120,120,9744.0,217108.59999990463,9010,yes,SM,C,66.bmp,-120,-120,220365,214338,222383,216349,,,,,1
3,0,0,1,0,2,prac,2,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),237435.69999980927,I,m,1755,2,1,70.bmp,-120,-120,71.bmp,120,-120,72.bmp,-120,120,73.bmp,120,120,10573.0,226862.69999980927,9010,no,SM,C,73.bmp,-120,120,230115,224092,232132,226099,,,,,2
4,0,0,0,1,3,prac,2,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),248035.69999980927,I,m,1779,3,1,74.bmp,-120,-120,75.bmp,120,-120,76.bmp,-120,120,77.bmp,120,120,10590.699999809265,237445.0,9010,no,SM,C,74.bmp,120,120,240698,234674,242716,236682,,,,,3
2,0,1,0,0,4,prac,2,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),257952.2999997139,I,z,1084,4,1,78.bmp,-120,-120,79.bmp,120,-120,80.bmp,-120,120,81.bmp,120,120,9907.299999713898,248045.0,9010,yes,SM,C,79.bmp,120,-120,251298,245274,253315,247282,,,,,4
3,0,0,1,0,5,prac,2,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),268519.0,I,z,1743,5,1,82.bmp,-120,-120,83.bmp,120,-120,84.bmp,-120,120,85.bmp,120,120,10559.400000095367,257959.59999990463,9010,yes,SM,C,84.bmp,-120,120,261215,255189,263232,257199,,,,,5
1,1,0,0,0,6,prac,2,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),279085.69999980927,I,m,1736,6,1,86.bmp,-120,-120,87.bmp,120,-120,88.bmp,-120,120,89.bmp,120,120,10559.599999904633,268526.09999990463,9010,no,SM,C,89.bmp,-120,-120,271782,265755,273799,267766,,,,,6
2,0,1,0,0,7,prac,2,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),289035.59999990463,I,m,1121,7,1,90.bmp,-120,-120,91.bmp,120,-120,92.bmp,-120,120,93.bmp,120,120,9939.300000190735,279096.2999997139,9010,no,SM,C,90.bmp,120,-120,282348,276326,284366,278332,,,,,7
4,0,0,0,1,7,prac,2,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),299868.69999980927,I,None,2015,8,1,94.bmp,-120,-120,95.bmp,120,-120,96.bmp,-120,120,97.bmp,120,120,10824.199999809265,289044.5,9010,yes,SM,C,97.bmp,120,120,292298,286274,294316,288282,,,,,8
4,0,0,0,1,1,test,1,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),328935.69999980927,I,m,1727,1,1,98.bmp,-120,-120,99.bmp,120,-120,100.bmp,-120,120,93.bmp,120,120,9776.799999713898,319158.90000009537,9010,yes,SM,C,100.bmp,120,120,292298,286274,294316,288282,322415.0,316388.0,324432.0,318399.0,1
2,0,1,0,0,1,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),338702.19999980927,I,z,1704,2,1,51.bmp,-120,-120,52.bmp,120,-120,53.bmp,-120,120,54.bmp,120,120,9760.099999904633,328942.09999990463,9010,yes,SM,C,53.bmp,120,-120,292298,286274,294316,288282,332198.0,326171.0,334215.0,328182.0,2
1,1,0,0,0,1,test,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),348768.69999980927,I,None,2016,3,1,55.bmp,-120,-120,56.bmp,120,-120,57.bmp,-120,120,58.bmp,120,120,10057.400000095367,338711.2999997139,9010,yes,SM,C,55.bmp,-120,-120,292298,286274,294316,288282,341965.0,335941.0,343982.0,337949.0,3
3,0,0,1,0,1,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),358835.40000009537,I,None,2015,4,1,59.bmp,-120,-120,60.bmp,120,-120,61.bmp,-120,120,62.bmp,120,120,10058.0,348777.40000009537,9010,yes,SM,C,59.bmp,-120,120,292298,286274,294316,288282,352031.0,346007.0,354049.0,348015.0,4
2,0,1,0,0,2,test,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),368268.69999980927,I,z,1371,5,1,63.bmp,-120,-120,64.bmp,120,-120,65.bmp,-120,120,66.bmp,120,120,9423.299999713898,358845.40000009537,9010,yes,SM,C,64.bmp,120,-120,292298,286274,294316,288282,362098.0,356075.0,364116.0,358082.0,5
3,0,0,1,0,3,test,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),378018.59999990463,I,z,1698,6,1,67.bmp,-120,-120,68.bmp,120,-120,69.bmp,-120,120,70.bmp,120,120,9740.699999809265,368277.90000009537,9010,yes,SM,C,69.bmp,-120,120,292298,286274,294316,288282,371531.0,365508.0,373549.0,367516.0,6
4,0,0,0,1,3,test,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),387635.19999980927,I,m,1564,7,1,71.bmp,-120,-120,72.bmp,120,-120,73.bmp,-120,120,74.bmp,120,120,9610.0,378025.19999980927,9010,yes,SM,C,74.bmp,120,120,292298,286274,294316,288282,381281.0,375254.0,383299.0,377265.0,7
2,0,1,0,0,4,test,1,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),396818.69999980927,I,m,1132,8,1,75.bmp,-120,-120,76.bmp,120,-120,77.bmp,-120,120,78.bmp,120,120,9176.0,387642.69999980927,9010,yes,SM,C,75.bmp,120,-120,292298,286274,294316,288282,390898.0,384872.0,392915.0,386882.0,8
3,0,0,1,0,4,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),405751.2999997139,I,z,875,9,1,79.bmp,-120,-120,80.bmp,120,-120,81.bmp,-120,120,82.bmp,120,120,8924.5,396826.7999997139,9010,yes,SM,C,80.bmp,-120,120,292298,286274,294316,288282,400081.0,394056.0,402099.0,396065.0,9
4,0,0,0,1,4,test,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),415235.09999990463,I,m,1431,10,1,87.bmp,-120,-120,88.bmp,120,-120,89.bmp,-120,120,90.bmp,120,120,9480.0,405755.09999990463,9010,yes,SM,C,90.bmp,120,120,292298,286274,294316,288282,409014.0,402984.0,411032.0,404999.0,10
3,0,0,1,0,5,test,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),424802.19999980927,I,z,1516,11,1,83.bmp,-120,-120,84.bmp,120,-120,85.bmp,-120,120,86.bmp,120,120,9559.400000095367,415242.7999997139,9010,yes,SM,C,85.bmp,-120,120,292298,286274,294316,288282,418498.0,412472.0,420515.0,414482.0,11
2,0,1,0,0,5,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),434868.69999980927,I,None,2015,12,1,91.bmp,-120,-120,92.bmp,120,-120,93.bmp,-120,120,94.bmp,120,120,10058.299999713898,424810.40000009537,9010,yes,SM,C,91.bmp,120,-120,292298,286274,294316,288282,428065.0,422040.0,430082.0,424048.0,12
3,0,0,1,0,5,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),444935.19999980927,I,None,2015,13,1,95.bmp,-120,-120,96.bmp,120,-120,97.bmp,-120,120,98.bmp,120,120,10059.400000095367,434875.7999997139,9010,yes,SM,C,96.bmp,-120,120,292298,286274,294316,288282,438131.0,432105.0,440149.0,434115.0,13
1,1,0,0,0,6,test,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),454701.7999997139,I,z,1704,14,1,99.bmp,-120,-120,100.bmp,120,-120,54.bmp,-120,120,51.bmp,120,120,9761.0,444940.7999997139,9010,yes,SM,C,99.bmp,-120,-120,292298,286274,294316,288282,448198.0,442170.0,450215.0,444182.0,14
4,0,0,0,1,7,test,1,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),464568.59999990463,I,m,1809,15,1,60.bmp,-120,-120,61.bmp,120,-120,62.bmp,-120,120,63.bmp,120,120,9856.900000095367,454711.69999980927,9010,yes,SM,C,61.bmp,120,120,292298,286274,294316,288282,457964.0,451941.0,459982.0,453949.0,15
1,1,0,0,0,8,test,1,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),474051.7999997139,I,m,1430,16,1,52.bmp,-120,-120,53.bmp,120,-120,54.bmp,-120,120,55.bmp,120,120,9476.599999904633,464575.19999980927,9010,yes,SM,C,55.bmp,-120,-120,292298,286274,294316,288282,467831.0,461804.0,469849.0,463815.0,16
3,0,0,1,0,9,test,1,1,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),483168.59999990463,I,m,1049,17,1,72.bmp,-120,-120,73.bmp,120,-120,74.bmp,-120,120,75.bmp,120,120,9108.800000190735,474059.7999997139,9010,yes,SM,C,72.bmp,-120,120,292298,286274,294316,288282,477314.0,471289.0,479333.0,473299.0,17
1,1,0,0,0,9,test,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),493234.7999997139,I,None,2015,18,1,56.bmp,-120,-120,57.bmp,120,-120,58.bmp,-120,120,59.bmp,120,120,10059.39999961853,483175.40000009537,9010,yes,SM,C,56.bmp,-120,-120,292298,286274,294316,288282,486431.0,480405.0,488449.0,482416.0,18
2,0,1,0,0,10,test,1,1,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),503018.5,I,z,1725,19,1,76.bmp,-120,-120,77.bmp,120,-120,78.bmp,-120,120,79.bmp,120,120,9779.0,493239.5,9010,yes,SM,C,77.bmp,120,-120,292298,286274,294316,288282,496498.0,490469.0,498514.0,492482.0,19
3,0,0,1,0,10,test,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),512451.7999997139,I,m,1380,20,1,80.bmp,-120,-120,81.bmp,120,-120,82.bmp,-120,120,83.bmp,120,120,9425.699999809265,503026.09999990463,9010,yes,SM,C,82.bmp,-120,120,292298,286274,294316,288282,506281.0,500255.0,508298.0,502265.0,20
1,1,0,0,0,10,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),521634.7999997139,I,z,1131,21,1,64.bmp,-120,-120,65.bmp,120,-120,66.bmp,-120,120,67.bmp,120,120,9175.199999809265,512459.59999990463,9010,yes,SM,C,66.bmp,-120,-120,292298,286274,294316,288282,515715.0,509689.0,517732.0,511698.0,21
4,0,0,0,1,10,test,1,0,z,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),531135.2999997139,I,m,1436,22,1,68.bmp,-120,-120,69.bmp,120,-120,70.bmp,-120,120,71.bmp,120,120,9493.199999809265,521642.09999990463,9010,yes,SM,C,71.bmp,120,120,292298,286274,294316,288282,524898.0,518871.0,526915.0,520882.0,22
1,1,0,0,0,10,test,1,0,m,Wed Apr 02 2025 17:38:17 GMT-0400 (Eastern Daylight Time),540985.2999997139,I,z,1792,23,1,84.bmp,-120,-120,85.bmp,120,-120,86.bmp,-120,120,87.bmp,120,120,9843.099999904633,531142.1999998093,9010,yes,SM,C,87.bmp,-120,-120,292298,286274,294316,288282,534398.0,528371.0,536415.0,530382.0,23
